session_id,date_time,source_ip,source_port,destination_ip,destination_port,bytes,packages_count
4072142119502341.0,2022-04-20 15:57:06.290,10.253.252.13,9400,10.171.123.69,53555,28283,112
4072142119502341.0,2022-04-20 15:59:22.397,10.171.123.69,53555,10.253.252.13,9400,40,2
4072142119502341.0,2022-04-20 15:59:22.397,10.253.252.13,9400,10.171.123.69,53555,20,1
4072142119502341.0,2022-04-20 15:59:36.120,10.171.123.69,53866,10.253.252.13,9400,3096,9
4072142119502341.0,2022-04-20 15:59:36.121,10.253.252.13,9400,10.171.123.69,53866,604,5
4072142119502341.0,2022-04-20 16:00:10.129,10.171.123.69,53883,10.253.252.13,9400,1678,8
4072142119502341.0,2022-04-20 16:00:10.130,10.253.252.13,9400,10.171.123.69,53883,668,7
4072142119502341.0,2022-04-20 16:00:14.188,10.171.123.69,53887,10.253.252.13,9400,3072,9
4072142119502341.0,2022-04-20 16:00:14.189,10.253.252.13,9400,10.171.123.69,53887,636,6
4072142119502341.0,2022-04-20 16:01:47.916,10.171.123.69,53924,10.253.252.13,9400,3066,9
4072142119502341.0,2022-04-20 16:01:47.916,10.253.252.13,9400,10.171.123.69,53924,569,6
4072142119502341.0,2022-04-20 16:02:19.902,10.171.123.69,53939,10.253.252.13,9400,262103,207
4072142119502341.0,2022-04-20 16:02:19.902,10.253.252.13,9400,10.171.123.69,53939,14334,201
4072142119502341.0,2022-04-20 16:03:05.276,10.171.123.69,53939,10.253.252.13,9400,60222,84
4072142119502341.0,2022-04-20 16:03:05.292,10.253.252.13,9400,10.171.123.69,53939,31433,69
4108582308017880.0,2022-04-20 15:04:54.780,10.150.156.16,55416,10.253.252.11,9400,40,2
4108582308017880.0,2022-04-20 15:04:54.780,10.253.252.11,9400,10.150.156.16,55416,20,1
4108582308017880.0,2022-04-20 15:05:15.037,10.150.156.16,55445,10.253.252.11,9400,484,4
4108582308017880.0,2022-04-20 15:05:15.038,10.253.252.11,9400,10.150.156.16,55445,1523,3
4108582308017880.0,2022-04-20 15:06:03.679,10.150.156.16,55445,10.253.252.11,9400,164,2
4108582308017880.0,2022-04-20 15:06:03.680,10.253.252.11,9400,10.150.156.16,55445,243,2
4108582308017880.0,2022-04-20 15:07:04.024,10.150.156.16,55445,10.253.252.11,9400,1507,6
4108582308017880.0,2022-04-20 15:07:04.025,10.253.252.11,9400,10.150.156.16,55445,2310,6
4108582308017880.0,2022-04-20 15:08:55.256,10.150.156.16,55445,10.253.252.11,9400,40,2
4108582308017880.0,2022-04-20 15:08:55.256,10.253.252.11,9400,10.150.156.16,55445,20,1
4108582308017880.0,2022-04-20 15:09:15.427,10.150.156.16,55510,10.253.252.11,9400,508,4
4108582308017880.0,2022-04-20 15:09:15.428,10.253.252.11,9400,10.150.156.16,55510,1523,3
4108582308017880.0,2022-04-20 15:10:55.463,10.150.156.16,55510,10.253.252.11,9400,40,2
4108582308017880.0,2022-04-20 15:10:55.464,10.253.252.11,9400,10.150.156.16,55510,20,1
4108582308017880.0,2022-04-20 15:11:15.579,10.150.156.16,55545,10.253.252.11,9400,572,6
4108582308017880.0,2022-04-20 15:11:15.579,10.253.252.11,9400,10.150.156.16,55545,1523,3
4108582308017880.0,2022-04-20 15:12:55.614,10.150.156.16,55545,10.253.252.11,9400,40,2
4108582308017880.0,2022-04-20 15:12:55.614,10.253.252.11,9400,10.150.156.16,55545,20,1
4108582308017880.0,2022-04-20 15:13:15.952,10.150.156.16,55576,10.253.252.11,9400,572,6
4108582308017880.0,2022-04-20 15:13:15.953,10.253.252.11,9400,10.150.156.16,55576,1523,3
4108582308017880.0,2022-04-20 15:14:56.284,10.150.156.16,55576,10.253.252.11,9400,40,2
4108582308017880.0,2022-04-20 15:14:56.285,10.253.252.11,9400,10.150.156.16,55576,20,1
4116851804239998.5,2022-04-20 15:04:55.876,10.118.112.85,49431,10.253.192.44,10123,233,1
4116851804239998.5,2022-04-20 15:18:22.169,10.118.112.85,61458,10.253.192.44,80,3290,6
4116851804239998.5,2022-04-20 15:19:22.402,10.118.112.85,61458,10.253.192.44,80,20,1
4116851804239998.5,2022-04-20 15:19:56.382,10.118.112.85,49431,10.253.192.44,10123,233,1
4116851804239998.5,2022-04-20 15:21:23.300,10.118.112.85,61513,10.253.192.44,80,8622,16
4116851804239998.5,2022-04-20 15:34:56.945,10.118.112.85,49431,10.253.192.44,10123,233,1
4116851804239998.5,2022-04-20 15:49:57.453,10.118.112.85,49431,10.253.192.44,10123,233,1
4151091194899905.5,2022-04-20 15:53:01.678,10.253.192.100,80,10.150.12.50,51711,32,1
4151091194899905.5,2022-04-20 15:53:06.802,10.253.192.100,80,10.150.12.50,51712,2964,3
4151091194899905.5,2022-04-20 15:53:07.030,10.253.192.100,80,10.150.12.50,51713,576,4
4151091194899905.5,2022-04-20 15:53:10.978,10.253.192.100,80,10.150.12.50,51715,32,1
4151091194899905.5,2022-04-20 15:53:15.108,10.253.192.100,80,10.150.12.50,51716,576,4
4157709956157446.5,2022-04-20 15:11:24.337,10.253.192.31,10123,10.172.202.80,49288,20,1
4157709956157446.5,2022-04-20 15:18:34.773,10.253.192.31,80,10.172.202.80,58380,6590,13
4157709956157446.5,2022-04-20 15:26:24.336,10.253.192.31,10123,10.172.202.80,49288,20,1
4157709956157446.5,2022-04-20 15:47:14.765,10.253.192.31,10123,10.172.202.80,49288,140,7
4191420758290520.0,2022-04-20 15:53:02.211,10.253.192.100,80,10.191.178.202,57485,32,1
4191420758290520.0,2022-04-20 15:53:06.829,10.253.192.100,80,10.191.178.202,57486,4513,5
4191420758290520.0,2022-04-20 15:53:07.425,10.253.192.100,80,10.191.178.202,57487,596,5
4191420758290520.0,2022-04-20 15:53:11.863,10.253.192.100,80,10.191.178.202,57491,32,1
4191420758290520.0,2022-04-20 15:53:15.282,10.253.192.100,80,10.191.178.202,57495,576,4
4207549973304840.0,2022-04-20 15:10:14.666,10.253.192.31,10123,10.154.174.82,55752,20,1
4207549973304840.0,2022-04-20 15:25:14.648,10.253.192.31,10123,10.154.174.82,55752,20,1
4207549973304840.0,2022-04-20 15:28:23.025,10.253.192.31,10123,10.154.174.82,55752,40,2
4226792416456013.0,2022-04-20 15:03:55.080,10.177.105.156,64853,10.253.252.13,9400,10798,13
4226792416456013.0,2022-04-20 15:03:55.080,10.253.252.13,9400,10.177.105.156,64853,3504,13
4226792416456013.0,2022-04-20 15:05:15.167,10.177.105.156,64885,10.253.252.13,9400,1640,7
4226792416456013.0,2022-04-20 15:05:15.167,10.253.252.13,9400,10.177.105.156,64885,537,5
4226792416456013.0,2022-04-20 15:05:45.656,10.177.105.156,64853,10.253.252.13,9400,40,2
4226792416456013.0,2022-04-20 15:05:45.656,10.253.252.13,9400,10.177.105.156,64853,20,1
4226792416456013.0,2022-04-20 15:08:59.140,10.177.105.156,64954,10.253.252.13,9400,3044,8
4226792416456013.0,2022-04-20 15:08:59.140,10.253.252.13,9400,10.177.105.156,64954,604,5
4226792416456013.0,2022-04-20 15:09:01.198,10.177.105.156,64958,10.253.252.13,9400,3024,8
4226792416456013.0,2022-04-20 15:09:01.198,10.253.252.13,9400,10.177.105.156,64958,604,5
4226792416456013.0,2022-04-20 15:09:33.254,10.177.105.156,64979,10.253.252.13,9400,1646,7
4226792416456013.0,2022-04-20 15:09:33.255,10.253.252.13,9400,10.177.105.156,64979,604,5
4226792416456013.0,2022-04-20 15:15:26.089,10.177.105.156,65115,10.253.252.13,9400,1664,7
4226792416456013.0,2022-04-20 15:15:26.090,10.253.252.13,9400,10.177.105.156,65115,537,5
4226792416456013.0,2022-04-20 15:18:36.237,10.177.105.156,65195,10.253.252.13,9400,4887,8
4226792416456013.0,2022-04-20 15:18:36.238,10.253.252.13,9400,10.177.105.156,65195,1768,7
4226792416456013.0,2022-04-20 15:18:55.134,10.177.105.156,65195,10.253.252.13,9400,9302,10
4226792416456013.0,2022-04-20 15:18:55.134,10.253.252.13,9400,10.177.105.156,65195,3472,12
4226792416456013.0,2022-04-20 15:18:59.405,10.177.105.156,65200,10.253.252.13,9400,1646,7
4226792416456013.0,2022-04-20 15:18:59.405,10.253.252.13,9400,10.177.105.156,65200,604,5
4226792416456013.0,2022-04-20 15:19:01.449,10.177.105.156,65204,10.253.252.13,9400,1650,7
4226792416456013.0,2022-04-20 15:19:01.450,10.253.252.13,9400,10.177.105.156,65204,604,5
4226792416456013.0,2022-04-20 15:19:33.521,10.177.105.156,65230,10.253.252.13,9400,1646,7
4226792416456013.0,2022-04-20 15:19:33.522,10.253.252.13,9400,10.177.105.156,65230,604,5
4226792416456013.0,2022-04-20 15:20:45.776,10.177.105.156,65195,10.253.252.13,9400,40,2
4226792416456013.0,2022-04-20 15:20:45.776,10.253.252.13,9400,10.177.105.156,65195,20,1
4226792416456013.0,2022-04-20 15:25:37.027,10.177.105.156,65374,10.253.252.13,9400,1664,7
4226792416456013.0,2022-04-20 15:25:37.028,10.253.252.13,9400,10.177.105.156,65374,537,5
4226792416456013.0,2022-04-20 15:28:59.674,10.177.105.156,65434,10.253.252.13,9400,1670,7
4226792416456013.0,2022-04-20 15:28:59.674,10.253.252.13,9400,10.177.105.156,65434,604,5
4226792416456013.0,2022-04-20 15:29:01.747,10.177.105.156,65438,10.253.252.13,9400,1650,7
4226792416456013.0,2022-04-20 15:29:01.747,10.253.252.13,9400,10.177.105.156,65438,604,5
4226792416456013.0,2022-04-20 15:29:33.788,10.177.105.156,65460,10.253.252.13,9400,3020,8
4226792416456013.0,2022-04-20 15:29:33.788,10.253.252.13,9400,10.177.105.156,65460,604,5
4226792416456013.0,2022-04-20 15:33:55.283,10.177.105.156,49165,10.253.252.13,9400,10798,13
4226792416456013.0,2022-04-20 15:33:55.283,10.253.252.13,9400,10.177.105.156,49165,3504,13
4226792416456013.0,2022-04-20 15:35:45.848,10.177.105.156,49165,10.253.252.13,9400,40,2
4226792416456013.0,2022-04-20 15:35:45.849,10.253.252.13,9400,10.177.105.156,49165,20,1
4226792416456013.0,2022-04-20 15:35:48.036,10.177.105.156,49230,10.253.252.13,9400,3038,8
4226792416456013.0,2022-04-20 15:35:48.036,10.253.252.13,9400,10.177.105.156,49230,537,5
4226792416456013.0,2022-04-20 15:38:59.948,10.177.105.156,49286,10.253.252.13,9400,1670,7
4226792416456013.0,2022-04-20 15:38:59.952,10.253.252.13,9400,10.177.105.156,49286,604,5
4226792416456013.0,2022-04-20 15:39:02.029,10.177.105.156,49290,10.253.252.13,9400,3024,8
4226792416456013.0,2022-04-20 15:39:02.030,10.253.252.13,9400,10.177.105.156,49290,624,6
4226792416456013.0,2022-04-20 15:39:34.008,10.177.105.156,49313,10.253.252.13,9400,3020,8
4226792416456013.0,2022-04-20 15:39:34.009,10.253.252.13,9400,10.177.105.156,49313,624,6
4226792416456013.0,2022-04-20 15:45:58.963,10.177.105.156,49472,10.253.252.13,9400,1664,7
4226792416456013.0,2022-04-20 15:45:58.963,10.253.252.13,9400,10.177.105.156,49472,537,5
4226792416456013.0,2022-04-20 15:48:36.312,10.177.105.156,49532,10.253.252.13,9400,12218,14
4226792416456013.0,2022-04-20 15:48:36.313,10.253.252.13,9400,10.177.105.156,49532,3504,13
4226792416456013.0,2022-04-20 15:49:00.205,10.177.105.156,49535,10.253.252.13,9400,3020,8
4226792416456013.0,2022-04-20 15:49:00.206,10.253.252.13,9400,10.177.105.156,49535,604,5
4226792416456013.0,2022-04-20 15:49:02.280,10.177.105.156,49539,10.253.252.13,9400,3024,8
4226792416456013.0,2022-04-20 15:49:02.281,10.253.252.13,9400,10.177.105.156,49539,604,5
4226792416456013.0,2022-04-20 15:49:05.808,10.177.105.156,49532,10.253.252.13,9400,4811,6
4226792416456013.0,2022-04-20 15:49:05.809,10.253.252.13,9400,10.177.105.156,49532,1736,6
4226792416456013.0,2022-04-20 15:49:34.275,10.177.105.156,49564,10.253.252.13,9400,1646,7
4226792416456013.0,2022-04-20 15:49:34.275,10.253.252.13,9400,10.177.105.156,49564,604,5
4226792416456013.0,2022-04-20 15:50:45.942,10.177.105.156,49532,10.253.252.13,9400,40,2
4226792416456013.0,2022-04-20 15:50:45.942,10.253.252.13,9400,10.177.105.156,49532,20,1
4226792416456013.0,2022-04-20 15:56:09.911,10.177.105.156,49738,10.253.252.13,9400,1664,7
4226792416456013.0,2022-04-20 15:56:09.912,10.253.252.13,9400,10.177.105.156,49738,537,5
4226792416456013.0,2022-04-20 15:59:00.610,10.177.105.156,49789,10.253.252.13,9400,1670,7
4226792416456013.0,2022-04-20 15:59:00.611,10.253.252.13,9400,10.177.105.156,49789,604,5
4226792416456013.0,2022-04-20 15:59:02.671,10.177.105.156,49793,10.253.252.13,9400,3024,8
4226792416456013.0,2022-04-20 15:59:02.672,10.253.252.13,9400,10.177.105.156,49793,604,5
4226792416456013.0,2022-04-20 15:59:34.526,10.177.105.156,49812,10.253.252.13,9400,1646,7
4226792416456013.0,2022-04-20 15:59:34.526,10.253.252.13,9400,10.177.105.156,49812,604,5
4226792416456013.0,2022-04-20 16:03:55.433,10.177.105.156,49911,10.253.252.13,9400,10798,13
4226792416456013.0,2022-04-20 16:03:55.434,10.253.252.13,9400,10.177.105.156,49911,3504,13
4251555168772187.0,2022-04-20 15:16:04.876,10.252.48.245,58062,10.253.252.89,9600,72,3
4251555168772187.0,2022-04-20 15:16:04.877,10.253.252.89,9600,10.252.48.245,58062,28,1
4256641334722271.0,2022-04-20 15:12:50.799,10.253.254.243,88,10.124.208.122,53433,4494,9
4256641334722271.0,2022-04-20 15:12:51.528,10.253.254.243,61138,10.124.208.122,135,276,5
4256641334722271.0,2022-04-20 15:12:52.514,10.253.254.243,61149,10.124.208.122,445,72,3
4256641334722271.0,2022-04-20 15:12:52.567,10.253.254.243,61153,10.124.208.122,445,5003,27
4256641334722271.0,2022-04-20 15:26:49.520,10.253.254.243,88,10.124.208.122,53678,3612,9
4256641334722271.0,2022-04-20 15:26:52.164,10.253.254.243,56573,10.124.208.122,135,276,5
4256641334722271.0,2022-04-20 15:38:27.577,10.253.254.243,88,10.124.208.122,53870,4494,9
4256641334722271.0,2022-04-20 15:38:31.109,10.253.254.243,55080,10.124.208.122,135,276,5
4256641334722271.0,2022-04-20 15:44:54.799,10.253.254.243,88,10.124.208.122,53974,1630,7
4256641334722271.0,2022-04-20 15:44:57.615,10.253.254.243,59114,10.124.208.122,135,276,5
4340423628278327.0,2022-04-20 15:11:13.540,10.197.70.158,52274,10.253.192.31,10123,233,1
4340423628278327.0,2022-04-20 15:16:49.513,10.197.70.158,58789,10.253.192.31,80,4286,8
4340423628278327.0,2022-04-20 15:17:49.755,10.197.70.158,58789,10.253.192.31,80,40,2
4340423628278327.0,2022-04-20 15:26:13.552,10.197.70.158,52274,10.253.192.31,10123,233,1
4340423628278327.0,2022-04-20 15:41:13.571,10.197.70.158,52274,10.253.192.31,10123,233,1
4340423628278327.0,2022-04-20 15:52:05.773,10.197.70.158,59327,10.253.192.31,80,11851,19
4340423628278327.0,2022-04-20 15:56:13.589,10.197.70.158,52274,10.253.192.31,10123,233,1
4428343663145300.0,2022-04-20 15:04:32.662,10.253.192.19,10123,10.123.107.11,58754,20,1
4428343663145300.0,2022-04-20 15:19:33.188,10.253.192.19,10123,10.123.107.11,58754,20,1
4428343663145300.0,2022-04-20 15:34:33.730,10.253.192.19,10123,10.123.107.11,58754,20,1
4428343663145300.0,2022-04-20 15:49:34.257,10.253.192.19,10123,10.123.107.11,58754,20,1
4428343663145300.0,2022-04-20 15:52:44.037,10.253.192.19,80,10.123.107.11,49947,553,8
4428343663145300.0,2022-04-20 15:53:44.193,10.253.192.19,80,10.123.107.11,49947,20,1
4428343663145300.0,2022-04-20 16:04:34.782,10.253.192.19,10123,10.123.107.11,58754,20,1
4439387986022222.5,2022-04-20 15:03:36.286,10.253.204.59,3000,10.102.181.82,58988,88,4
4439387986022222.5,2022-04-20 15:03:36.332,10.253.204.59,3000,10.102.181.82,58989,88,4
4439387986022222.5,2022-04-20 15:04:33.644,10.253.204.59,3001,10.102.181.82,58977,40,2
4439387986022222.5,2022-04-20 15:05:36.288,10.253.204.59,3000,10.102.181.82,59027,68,3
4439387986022222.5,2022-04-20 15:05:36.335,10.253.204.59,3000,10.102.181.82,59028,88,4
4439387986022222.5,2022-04-20 15:06:36.494,10.253.204.59,3000,10.102.181.82,59048,88,4
4439387986022222.5,2022-04-20 15:06:36.540,10.253.204.59,3000,10.102.181.82,59049,68,3
4439387986022222.5,2022-04-20 15:06:37.632,10.253.204.59,3001,10.102.181.82,59050,225,5
4439387986022222.5,2022-04-20 15:07:36.274,10.253.204.59,3000,10.102.181.82,59064,88,4
4439387986022222.5,2022-04-20 15:07:36.320,10.253.204.59,3000,10.102.181.82,59065,88,4
4439387986022222.5,2022-04-20 15:08:17.719,10.253.204.59,3001,10.102.181.82,59050,40,2
4439387986022222.5,2022-04-20 15:08:33.180,10.253.204.59,3001,10.102.181.82,59084,217,3
4439387986022222.5,2022-04-20 15:09:36.267,10.253.204.59,3000,10.102.181.82,59112,68,3
4439387986022222.5,2022-04-20 15:09:36.313,10.253.204.59,3000,10.102.181.82,59113,88,4
4439387986022222.5,2022-04-20 15:09:36.360,10.253.204.59,3000,10.102.181.82,59114,88,4
4439387986022222.5,2022-04-20 15:09:36.406,10.253.204.59,3000,10.102.181.82,59115,88,4
4439387986022222.5,2022-04-20 15:10:13.251,10.253.204.59,3001,10.102.181.82,59084,40,2
4439387986022222.5,2022-04-20 15:11:36.263,10.253.204.59,3000,10.102.181.82,59156,68,3
4439387986022222.5,2022-04-20 15:11:36.311,10.253.204.59,3000,10.102.181.82,59157,88,4
4439387986022222.5,2022-04-20 15:11:36.362,10.253.204.59,3000,10.102.181.82,59158,88,4
4439387986022222.5,2022-04-20 15:11:36.408,10.253.204.59,3000,10.102.181.82,59159,88,4
4439387986022222.5,2022-04-20 15:12:13.715,10.253.204.59,3001,10.102.181.82,59172,225,5
4439387986022222.5,2022-04-20 15:13:36.257,10.253.204.59,3000,10.102.181.82,59191,88,4
4439387986022222.5,2022-04-20 15:13:36.303,10.253.204.59,3000,10.102.181.82,59192,88,4
4439387986022222.5,2022-04-20 15:13:53.801,10.253.204.59,3001,10.102.181.82,59172,40,2
4439387986022222.5,2022-04-20 15:15:36.262,10.253.204.59,3000,10.102.181.82,59221,88,4
4439387986022222.5,2022-04-20 15:15:36.308,10.253.204.59,3000,10.102.181.82,59222,88,4
4439387986022222.5,2022-04-20 15:16:37.288,10.253.204.59,3000,10.102.181.82,59240,88,4
4439387986022222.5,2022-04-20 15:16:37.334,10.253.204.59,3000,10.102.181.82,59241,88,4
4439387986022222.5,2022-04-20 15:17:36.241,10.253.204.59,3000,10.102.181.82,59254,88,4
4439387986022222.5,2022-04-20 15:17:36.287,10.253.204.59,3000,10.102.181.82,59255,88,4
4439387986022222.5,2022-04-20 15:17:39.250,10.253.204.59,3001,10.102.181.82,59256,217,3
4439387986022222.5,2022-04-20 15:17:50.840,10.253.204.59,3001,10.102.181.82,59256,197,4
4439387986022222.5,2022-04-20 15:19:30.928,10.253.204.59,3001,10.102.181.82,59256,40,2
4439387986022222.5,2022-04-20 15:19:37.278,10.253.204.59,3000,10.102.181.82,59291,203,4
4439387986022222.5,2022-04-20 15:19:55.951,10.253.204.59,3000,10.102.181.82,59291,60,3
4439387986022222.5,2022-04-20 15:21:00.991,10.253.204.59,3000,10.102.181.82,59319,88,4
4439387986022222.5,2022-04-20 15:21:01.038,10.253.204.59,3000,10.102.181.82,59320,88,4
4439387986022222.5,2022-04-20 15:21:37.277,10.253.204.59,3000,10.102.181.82,59329,88,4
4439387986022222.5,2022-04-20 15:21:37.324,10.253.204.59,3000,10.102.181.82,59330,88,4
4439387986022222.5,2022-04-20 15:22:01.097,10.253.204.59,3000,10.102.181.82,59340,88,4
4439387986022222.5,2022-04-20 15:22:01.143,10.253.204.59,3000,10.102.181.82,59341,88,4
4439387986022222.5,2022-04-20 15:23:01.204,10.253.204.59,3000,10.102.181.82,59357,88,4
4439387986022222.5,2022-04-20 15:23:01.250,10.253.204.59,3000,10.102.181.82,59358,88,4
4439387986022222.5,2022-04-20 15:23:38.863,10.253.204.59,3000,10.102.181.82,59365,48,2
4439387986022222.5,2022-04-20 15:23:43.880,10.253.204.59,3000,10.102.181.82,59365,40,2
4439387986022222.5,2022-04-20 15:24:01.304,10.253.204.59,3000,10.102.181.82,59373,88,4
4439387986022222.5,2022-04-20 15:24:01.351,10.253.204.59,3000,10.102.181.82,59374,88,4
4439387986022222.5,2022-04-20 15:25:01.414,10.253.204.59,3000,10.102.181.82,59384,68,3
4439387986022222.5,2022-04-20 15:25:02.460,10.253.204.59,3000,10.102.181.82,59385,88,4
4439387986022222.5,2022-04-20 15:25:43.897,10.253.204.59,3000,10.102.181.82,59386,88,4
4439387986022222.5,2022-04-20 15:25:43.943,10.253.204.59,3000,10.102.181.82,59387,88,4
4439387986022222.5,2022-04-20 15:26:02.515,10.253.204.59,3000,10.102.181.82,59388,88,4
4439387986022222.5,2022-04-20 15:26:02.560,10.253.204.59,3000,10.102.181.82,59389,68,3
4439387986022222.5,2022-04-20 15:26:37.791,10.253.204.59,3000,10.102.181.82,59391,88,4
4439387986022222.5,2022-04-20 15:26:37.837,10.253.204.59,3000,10.102.181.82,59392,88,4
4439387986022222.5,2022-04-20 15:26:37.885,10.253.204.59,3000,10.102.181.82,59393,68,3
4439387986022222.5,2022-04-20 15:26:37.931,10.253.204.59,3000,10.102.181.82,59394,88,4
4439387986022222.5,2022-04-20 15:26:45.400,10.253.204.59,3001,10.102.181.82,59396,217,3
4439387986022222.5,2022-04-20 15:27:03.652,10.253.204.59,3000,10.102.181.82,59398,88,4
4439387986022222.5,2022-04-20 15:27:03.699,10.253.204.59,3000,10.102.181.82,59399,88,4
4439387986022222.5,2022-04-20 15:28:47.197,10.253.204.59,3001,10.102.181.82,59396,80,4
4439387986022222.5,2022-04-20 15:29:00.339,10.253.204.59,3001,10.102.181.82,59396,20,1
4443378546965112.0,2022-04-20 15:14:15.573,10.174.164.200,61545,10.253.254.244,88,2670,7
4443378546965112.0,2022-04-20 15:43:18.672,10.174.164.200,61879,10.253.254.244,88,2966,9
4445295908207689.5,2022-04-20 15:03:33.663,10.253.204.59,3001,10.116.154.42,60309,40,2
4445295908207689.5,2022-04-20 15:04:00.550,10.253.204.59,3000,10.116.154.42,59974,40,2
4445295908207689.5,2022-04-20 15:04:40.403,10.253.204.59,3001,10.116.154.42,60374,237,4
4445295908207689.5,2022-04-20 15:04:45.965,10.253.204.59,3000,10.116.154.42,60376,88,4
4445295908207689.5,2022-04-20 15:04:46.011,10.253.204.59,3000,10.116.154.42,60377,88,4
4445295908207689.5,2022-04-20 15:04:46.071,10.253.204.59,3000,10.116.154.42,60378,88,4
4445295908207689.5,2022-04-20 15:04:46.139,10.253.204.59,3000,10.116.154.42,60379,88,4
4445295908207689.5,2022-04-20 15:06:01.224,10.253.204.59,3000,10.116.154.42,60414,88,4
4445295908207689.5,2022-04-20 15:06:01.271,10.253.204.59,3000,10.116.154.42,60415,88,4
4445295908207689.5,2022-04-20 15:06:20.471,10.253.204.59,3001,10.116.154.42,60374,40,2
4445295908207689.5,2022-04-20 15:06:45.963,10.253.204.59,3000,10.116.154.42,60429,88,4
4445295908207689.5,2022-04-20 15:06:46.011,10.253.204.59,3000,10.116.154.42,60430,88,4
4445295908207689.5,2022-04-20 15:07:29.671,10.253.204.59,3001,10.116.154.42,60452,245,6
4445295908207689.5,2022-04-20 15:08:45.958,10.253.204.59,3000,10.116.154.42,60478,88,4
4445295908207689.5,2022-04-20 15:08:46.018,10.253.204.59,3000,10.116.154.42,60479,88,4
4445295908207689.5,2022-04-20 15:09:09.767,10.253.204.59,3001,10.116.154.42,60452,40,2
4445295908207689.5,2022-04-20 15:10:45.956,10.253.204.59,3000,10.116.154.42,60528,88,4
4445295908207689.5,2022-04-20 15:10:46.014,10.253.204.59,3000,10.116.154.42,60529,88,4
4445295908207689.5,2022-04-20 15:11:00.142,10.253.204.59,3000,10.116.154.42,60536,88,4
4445295908207689.5,2022-04-20 15:11:00.271,10.253.204.59,3000,10.116.154.42,60537,20,1
4445295908207689.5,2022-04-20 15:11:13.758,10.253.204.59,3001,10.116.154.42,60541,225,5
4445295908207689.5,2022-04-20 15:12:45.950,10.253.204.59,3000,10.116.154.42,60581,88,4
4445295908207689.5,2022-04-20 15:12:46.007,10.253.204.59,3000,10.116.154.42,60582,88,4
4445295908207689.5,2022-04-20 15:12:53.855,10.253.204.59,3001,10.116.154.42,60541,40,2
4445295908207689.5,2022-04-20 15:13:03.967,10.253.204.59,3001,10.116.154.42,60592,217,3
4445295908207689.5,2022-04-20 15:14:44.037,10.253.204.59,3001,10.116.154.42,60592,40,2
4445295908207689.5,2022-04-20 15:14:45.949,10.253.204.59,3000,10.116.154.42,60631,88,4
4445295908207689.5,2022-04-20 15:14:46.006,10.253.204.59,3000,10.116.154.42,60632,88,4
4445295908207689.5,2022-04-20 15:14:46.075,10.253.204.59,3000,10.116.154.42,60633,88,4
4445295908207689.5,2022-04-20 15:14:46.124,10.253.204.59,3000,10.116.154.42,60634,88,4
4445295908207689.5,2022-04-20 15:16:05.833,10.253.204.59,3000,10.116.154.42,60670,88,4
4445295908207689.5,2022-04-20 15:16:05.891,10.253.204.59,3000,10.116.154.42,60671,68,3
4445295908207689.5,2022-04-20 15:16:45.956,10.253.204.59,3000,10.116.154.42,60688,68,3
4445295908207689.5,2022-04-20 15:16:46.004,10.253.204.59,3000,10.116.154.42,60689,88,4
4445295908207689.5,2022-04-20 15:16:49.838,10.253.204.59,3001,10.116.154.42,60691,245,6
4445295908207689.5,2022-04-20 15:18:29.936,10.253.204.59,3001,10.116.154.42,60691,40,2
4445295908207689.5,2022-04-20 15:18:47.126,10.253.204.59,3000,10.116.154.42,60744,88,4
4445295908207689.5,2022-04-20 15:18:47.195,10.253.204.59,3000,10.116.154.42,60745,88,4
4445295908207689.5,2022-04-20 15:20:45.954,10.253.204.59,3000,10.116.154.42,60806,88,4
4445295908207689.5,2022-04-20 15:20:46.016,10.253.204.59,3000,10.116.154.42,60807,88,4
4445295908207689.5,2022-04-20 15:21:27.166,10.253.204.59,3001,10.116.154.42,60824,217,3
4445295908207689.5,2022-04-20 15:22:25.933,10.253.204.59,3001,10.116.154.42,60824,197,4
4445295908207689.5,2022-04-20 15:22:45.954,10.253.204.59,3000,10.116.154.42,60850,88,4
4445295908207689.5,2022-04-20 15:22:46.022,10.253.204.59,3000,10.116.154.42,60851,88,4
4445295908207689.5,2022-04-20 15:24:06.011,10.253.204.59,3001,10.116.154.42,60824,40,2
4445295908207689.5,2022-04-20 15:24:45.954,10.253.204.59,3000,10.116.154.42,60894,88,4
4445295908207689.5,2022-04-20 15:24:46.014,10.253.204.59,3000,10.116.154.42,60895,88,4
4445295908207689.5,2022-04-20 15:24:46.074,10.253.204.59,3000,10.116.154.42,60896,88,4
4445295908207689.5,2022-04-20 15:24:46.143,10.253.204.59,3000,10.116.154.42,60897,88,4
4445295908207689.5,2022-04-20 15:26:02.120,10.253.204.59,3000,10.116.154.42,60930,88,4
4445295908207689.5,2022-04-20 15:26:02.192,10.253.204.59,3000,10.116.154.42,60931,88,4
4445295908207689.5,2022-04-20 15:26:45.953,10.253.204.59,3000,10.116.154.42,60943,88,4
4445295908207689.5,2022-04-20 15:26:46.012,10.253.204.59,3000,10.116.154.42,60944,88,4
4445295908207689.5,2022-04-20 15:26:50.659,10.253.204.59,3000,10.116.154.42,60945,68,3
4445295908207689.5,2022-04-20 15:26:50.720,10.253.204.59,3000,10.116.154.42,60946,88,4
4445295908207689.5,2022-04-20 15:27:50.791,10.253.204.59,3000,10.116.154.42,60974,88,4
